anio,nui,rg,sem,trim,mes,cd_recurso,nm_recurso,tipo_mp,precio,clase_industria_ii
2012,90071,8,2,4,10,276,SARDINA COMUN,,91000.0,HUMANO
2013,2421,8,1,1,3,205,ANCHOVETA,1,91000.0,ANIMAL
2013,2421,8,1,1,3,276,SARDINA COMUN,1,91000.0,ANIMAL
2013,13702,8,1,1,3,205,ANCHOVETA,1,91000.0,ANIMAL
2013,13702,8,1,1,3,276,SARDINA COMUN,1,91000.0,ANIMAL
2013,14815,8,1,1,3,205,ANCHOVETA,1,91000.0,MIXTA_AH
2013,14815,8,1,1,3,276,SARDINA COMUN,1,91000.0,MIXTA_AH
2017,90035,4,2,4,10,205,ANCHOVETA,1,91000.0,MIXTA_AH
2013,28064,3,1,1,1,205,ANCHOVETA,1,90909.0,ANIMAL
2013,90035,4,2,3,7,205,ANCHOVETA,1,90820.0,MIXTA_AH
2014,28064,3,2,3,7,205,ANCHOVETA,1,90786.0,ANIMAL
2017,10452,5,1,2,5,276,SARDINA COMUN,1,90600.0,ANIMAL
2014,1688,10,1,1,2,276,SARDINA COMUN,1,90170.0,ANIMAL
2012,18478,1,2,3,8,205,ANCHOVETA,,90000.0,ANIMAL
2013,10973,8,1,2,5,205,ANCHOVETA,1,90000.0,ANIMAL
2013,10973,8,1,2,6,205,ANCHOVETA,1,90000.0,ANIMAL
2013,10973,8,1,2,5,276,SARDINA COMUN,1,90000.0,ANIMAL
2013,10973,8,1,2,6,276,SARDINA COMUN,1,90000.0,ANIMAL
2014,1688,10,1,1,1,276,SARDINA COMUN,1,90000.0,ANIMAL
2017,10452,5,1,2,4,205,ANCHOVETA,1,90000.0,ANIMAL
2017,10452,5,1,2,5,205,ANCHOVETA,1,90000.0,ANIMAL
2017,10452,5,1,2,6,205,ANCHOVETA,1,90000.0,ANIMAL
2017,10452,5,1,2,4,276,SARDINA COMUN,1,90000.0,ANIMAL
2017,10452,5,1,2,6,276,SARDINA COMUN,1,90000.0,ANIMAL
2017,90035,4,2,4,12,205,ANCHOVETA,1,90000.0,MIXTA_AH
2018,10452,5,1,1,3,205,ANCHOVETA,1,90000.0,ANIMAL
2018,10452,5,1,2,4,205,ANCHOVETA,1,90000.0,ANIMAL
2018,10452,5,2,3,7,205,ANCHOVETA,1,90000.0,ANIMAL
2018,10452,5,2,4,11,205,ANCHOVETA,1,90000.0,ANIMAL
2018,10452,5,2,4,12,205,ANCHOVETA,1,90000.0,ANIMAL
2018,10452,5,1,1,3,276,SARDINA COMUN,1,90000.0,ANIMAL
2018,10452,5,1,2,4,276,SARDINA COMUN,1,90000.0,ANIMAL
2018,10452,5,2,3,7,276,SARDINA COMUN,1,90000.0,ANIMAL
2018,10452,5,2,4,11,276,SARDINA COMUN,1,90000.0,ANIMAL
2018,10452,5,2,4,12,276,SARDINA COMUN,1,90000.0,ANIMAL
2013,90035,4,1,2,6,205,ANCHOVETA,1,89800.0,MIXTA_AH
2014,90035,4,1,2,6,205,ANCHOVETA,1,89730.0,MIXTA_AH
2014,90035,4,1,2,4,205,ANCHOVETA,1,89150.0,MIXTA_AH
2013,90035,4,1,1,1,205,ANCHOVETA,1,89052.0,MIXTA_AH
2012,17003,8,2,4,11,276,SARDINA COMUN,,89000.0,ANIMAL
2012,18478,1,2,3,7,205,ANCHOVETA,,89000.0,ANIMAL
2012,90099,8,2,4,11,276,SARDINA COMUN,,89000.0,ANIMAL
2017,90035,4,2,3,7,205,ANCHOVETA,1,89000.0,MIXTA_AH
2013,90035,4,2,4,12,234,JUREL,1,88640.0,MIXTA_AH
2014,14837,14,1,1,2,205,ANCHOVETA,1,88495.0,ANIMAL
2014,14837,14,1,1,2,276,SARDINA COMUN,1,88495.0,ANIMAL
2014,90035,4,1,2,5,205,ANCHOVETA,1,88050.0,MIXTA_AH
2012,2421,8,2,3,8,205,ANCHOVETA,,88000.0,ANIMAL
2012,2421,8,2,3,8,276,SARDINA COMUN,,88000.0,ANIMAL
2012,13702,8,2,3,8,205,ANCHOVETA,,88000.0,ANIMAL
2012,13702,8,2,3,8,276,SARDINA COMUN,,88000.0,ANIMAL
2012,14815,8,2,3,8,205,ANCHOVETA,,88000.0,MIXTA_AH
2012,14815,8,2,3,8,276,SARDINA COMUN,,88000.0,MIXTA_AH
2012,18478,1,1,2,6,205,ANCHOVETA,,88000.0,ANIMAL
2012,90071,8,2,3,8,205,ANCHOVETA,,88000.0,HUMANO
2012,90071,8,2,3,8,276,SARDINA COMUN,,88000.0,HUMANO
2013,14815,8,1,2,4,205,ANCHOVETA,1,88000.0,MIXTA_AH
2013,14815,8,1,2,4,276,SARDINA COMUN,1,88000.0,MIXTA_AH
2017,90035,4,2,3,8,205,ANCHOVETA,1,88000.0,MIXTA_AH
2017,90035,4,2,4,11,205,ANCHOVETA,1,88000.0,MIXTA_AH
2014,28064,3,1,2,6,205,ANCHOVETA,1,87366.0,ANIMAL
2014,28064,3,1,2,4,205,ANCHOVETA,1,86741.0,ANIMAL
2018,90035,4,1,2,5,205,ANCHOVETA,1,86350.0,MIXTA_AH
2014,28064,3,1,2,5,205,ANCHOVETA,1,86287.0,ANIMAL
2014,28064,3,1,1,3,205,ANCHOVETA,1,86211.0,ANIMAL
2018,90035,4,1,2,6,205,ANCHOVETA,1,86200.0,MIXTA_AH
2012,14837,14,1,2,6,276,SARDINA COMUN,,86000.0,ANIMAL
2012,18478,1,1,2,5,205,ANCHOVETA,,86000.0,ANIMAL
2012,90099,8,2,3,7,276,SARDINA COMUN,,86000.0,ANIMAL
2013,90035,4,2,3,8,205,ANCHOVETA,1,85990.0,MIXTA_AH
2014,90035,4,1,1,3,205,ANCHOVETA,1,85940.0,MIXTA_AH
2013,90035,4,1,1,3,205,ANCHOVETA,1,85729.0,MIXTA_AH
2014,10452,5,1,1,3,205,ANCHOVETA,1,85559.0,ANIMAL
2014,10452,5,1,2,4,205,ANCHOVETA,1,85559.0,ANIMAL
2014,10452,5,1,2,5,205,ANCHOVETA,1,85559.0,ANIMAL
2014,10452,5,1,2,6,205,ANCHOVETA,1,85559.0,ANIMAL
2014,10452,5,1,1,3,276,SARDINA COMUN,1,85559.0,ANIMAL
2014,10452,5,1,2,4,276,SARDINA COMUN,1,85559.0,ANIMAL
2014,10452,5,1,2,5,276,SARDINA COMUN,1,85559.0,ANIMAL
2014,10452,5,1,2,6,276,SARDINA COMUN,1,85559.0,ANIMAL
2012,10951,8,1,1,3,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,1,2,4,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,1,2,5,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,1,2,6,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,2,3,7,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,2,3,8,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,2,4,10,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,2,4,11,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,2,4,12,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,1,1,3,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,1,2,4,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,1,2,5,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,1,2,6,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,2,3,7,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,2,3,8,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,2,4,10,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,2,4,11,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,2,4,12,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,18478,1,2,4,10,205,ANCHOVETA,,85000.0,ANIMAL
2012,21714,15,2,3,7,278,SARDINA ESPAÑOLA,,85000.0,HUMANO
2012,28064,3,2,4,11,205,ANCHOVETA,,85000.0,ANIMAL
2012,28064,3,2,4,12,205,ANCHOVETA,,85000.0,ANIMAL
2013,10973,8,1,1,3,205,ANCHOVETA,1,85000.0,ANIMAL
2013,10973,8,1,2,4,205,ANCHOVETA,1,85000.0,ANIMAL
2013,10973,8,1,1,3,276,SARDINA COMUN,1,85000.0,ANIMAL
2013,10973,8,1,2,4,276,SARDINA COMUN,1,85000.0,ANIMAL
2014,2332,8,1,1,3,205,ANCHOVETA,1,85000.0,ANIMAL
2014,2332,8,1,2,4,205,ANCHOVETA,1,85000.0,ANIMAL
2014,10951,8,1,1,3,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2014,10951,8,1,2,4,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2014,10951,8,1,2,5,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2014,10951,8,1,2,6,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2014,10951,8,2,3,7,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2014,10951,8,2,4,10,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2014,10951,8,2,4,11,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2019,90099,8,2,3,7,205,ANCHOVETA,1,84863.0,ANIMAL
2019,90099,8,2,3,7,276,SARDINA COMUN,1,84836.0,ANIMAL
2013,14837,14,2,4,11,205,ANCHOVETA,1,84664.0,HUMANO
2013,14837,14,2,4,11,276,SARDINA COMUN,1,84664.0,HUMANO
2013,14837,14,2,4,12,205,ANCHOVETA,1,84480.0,HUMANO
2013,14837,14,2,4,12,276,SARDINA COMUN,1,84480.0,HUMANO
2014,28064,3,1,1,2,205,ANCHOVETA,1,84457.0,ANIMAL
2014,28064,3,1,1,1,205,ANCHOVETA,1,84433.0,ANIMAL
2012,2421,8,2,3,9,205,ANCHOVETA,,84000.0,ANIMAL
2012,2421,8,2,3,9,276,SARDINA COMUN,,84000.0,ANIMAL
2012,13702,8,2,3,9,205,ANCHOVETA,,84000.0,ANIMAL
2012,13702,8,2,3,9,276,SARDINA COMUN,,84000.0,ANIMAL
2012,14815,8,2,3,9,205,ANCHOVETA,,84000.0,MIXTA_AH
2012,14815,8,2,3,9,276,SARDINA COMUN,,84000.0,MIXTA_AH
2012,18478,1,2,3,9,205,ANCHOVETA,,84000.0,ANIMAL
2012,90071,8,2,3,9,205,ANCHOVETA,,84000.0,HUMANO
2012,90071,8,2,3,9,276,SARDINA COMUN,,84000.0,HUMANO
2013,90035,4,1,2,4,205,ANCHOVETA,1,83260.0,MIXTA_AH
2012,14837,14,2,4,11,276,SARDINA COMUN,,83000.0,ANIMAL
2012,17003,8,2,4,10,276,SARDINA COMUN,,83000.0,ANIMAL
2012,28064,3,2,4,10,205,ANCHOVETA,,83000.0,ANIMAL
2012,90099,8,2,4,10,276,SARDINA COMUN,,83000.0,ANIMAL
2013,14815,8,2,4,11,205,ANCHOVETA,1,81528.0,MIXTA_AH
2013,14815,8,2,4,11,276,SARDINA COMUN,1,81528.0,MIXTA_AH
2018,90060,15,2,4,12,205,ANCHOVETA,2,80792.4,HUMANO
2012,2421,8,1,2,6,205,ANCHOVETA,,80000.0,ANIMAL
2012,2421,8,1,2,6,276,SARDINA COMUN,,80000.0,ANIMAL
2012,10973,8,2,4,10,205,ANCHOVETA,,80000.0,ANIMAL
2012,10973,8,2,4,11,205,ANCHOVETA,,80000.0,ANIMAL
2012,10973,8,2,4,12,205,ANCHOVETA,,80000.0,ANIMAL
2012,10973,8,2,4,10,276,SARDINA COMUN,,80000.0,ANIMAL
2012,10973,8,2,4,11,276,SARDINA COMUN,,80000.0,ANIMAL
2012,10973,8,2,4,12,276,SARDINA COMUN,,80000.0,ANIMAL
2012,13702,8,1,2,6,205,ANCHOVETA,,80000.0,ANIMAL
2012,13702,8,1,2,6,276,SARDINA COMUN,,80000.0,ANIMAL
2012,14815,8,1,2,6,205,ANCHOVETA,,80000.0,MIXTA_AH
2012,14815,8,1,2,6,276,SARDINA COMUN,,80000.0,MIXTA_AH
2012,21714,15,1,1,2,205,ANCHOVETA,,80000.0,HUMANO
2012,21714,15,1,1,3,205,ANCHOVETA,,80000.0,HUMANO
2012,21714,15,1,2,4,205,ANCHOVETA,,80000.0,HUMANO
2012,21714,15,1,2,5,205,ANCHOVETA,,80000.0,HUMANO
2012,21714,15,2,3,7,205,ANCHOVETA,,80000.0,HUMANO
2012,21714,15,2,3,8,205,ANCHOVETA,,80000.0,HUMANO
2012,21714,15,2,3,9,205,ANCHOVETA,,80000.0,HUMANO
2012,21714,15,2,4,11,205,ANCHOVETA,,80000.0,HUMANO
2012,21714,15,2,4,12,205,ANCHOVETA,,80000.0,HUMANO
2012,21714,15,2,3,7,234,JUREL,,80000.0,HUMANO
2012,90071,8,1,2,6,205,ANCHOVETA,,80000.0,HUMANO
2012,90071,8,1,2,6,276,SARDINA COMUN,,80000.0,HUMANO
2012,90099,8,2,3,8,276,SARDINA COMUN,,80000.0,ANIMAL
2013,21714,15,1,1,3,205,ANCHOVETA,1,80000.0,HUMANO
2013,10452,5,1,2,5,205,ANCHOVETA,1,79795.0,ANIMAL
2013,10452,5,1,2,5,276,SARDINA COMUN,1,79795.0,ANIMAL
2013,10452,5,1,1,3,205,ANCHOVETA,1,79792.0,ANIMAL
2013,10452,5,1,1,3,276,SARDINA COMUN,1,79792.0,ANIMAL
2013,10452,5,1,2,4,205,ANCHOVETA,1,79785.0,ANIMAL
2013,10452,5,1,2,4,276,SARDINA COMUN,1,79785.0,ANIMAL
2019,90060,15,1,1,3,205,ANCHOVETA,2,79755.0,HUMANO
2012,14837,14,2,3,7,276,SARDINA COMUN,,79000.0,ANIMAL
2012,28064,3,2,3,9,205,ANCHOVETA,,79000.0,ANIMAL
2018,90035,4,1,2,4,205,ANCHOVETA,1,78830.0,MIXTA_AH
2012,10973,8,2,3,8,205,ANCHOVETA,,78000.0,ANIMAL
2012,10973,8,2,3,9,205,ANCHOVETA,,78000.0,ANIMAL
2012,10973,8,2,3,8,276,SARDINA COMUN,,78000.0,ANIMAL
2012,10973,8,2,3,9,276,SARDINA COMUN,,78000.0,ANIMAL
2012,14837,14,2,4,10,276,SARDINA COMUN,,78000.0,ANIMAL
2013,14837,14,2,4,10,205,ANCHOVETA,1,77819.0,HUMANO
2013,14837,14,2,4,10,276,SARDINA COMUN,1,77819.0,HUMANO
2012,2421,8,2,3,7,205,ANCHOVETA,,77000.0,ANIMAL
2012,2421,8,2,3,7,276,SARDINA COMUN,,77000.0,ANIMAL
2012,13702,8,2,3,7,205,ANCHOVETA,,77000.0,ANIMAL
2012,13702,8,2,3,7,276,SARDINA COMUN,,77000.0,ANIMAL
2012,14815,8,2,3,7,205,ANCHOVETA,,77000.0,MIXTA_AH
2012,14815,8,2,3,7,276,SARDINA COMUN,,77000.0,MIXTA_AH
2012,17003,8,1,2,5,276,SARDINA COMUN,,77000.0,ANIMAL
2012,90071,8,2,3,7,205,ANCHOVETA,,77000.0,HUMANO
2012,90071,8,2,3,7,276,SARDINA COMUN,,77000.0,HUMANO
2017,4172,13,2,4,12,276,SARDINA COMUN,1,76567.0,HUMANO
2017,4172,13,2,4,10,278,SARDINA ESPAÑOLA,2,76567.0,HUMANO
2017,4172,13,2,4,11,278,SARDINA ESPAÑOLA,2,76567.0,HUMANO
2017,4172,13,2,4,12,278,SARDINA ESPAÑOLA,2,76567.0,HUMANO
2017,4172,13,2,3,9,276,SARDINA COMUN,1,76556.0,HUMANO
2012,14837,14,2,3,8,276,SARDINA COMUN,,76000.0,ANIMAL
2012,90099,8,1,2,5,276,SARDINA COMUN,,76000.0,ANIMAL
2013,90035,4,2,4,11,205,ANCHOVETA,1,75930.0,MIXTA_AH
2012,2421,8,1,2,5,205,ANCHOVETA,,75000.0,ANIMAL
2012,2421,8,1,2,5,276,SARDINA COMUN,,75000.0,ANIMAL
2012,13702,8,1,2,5,205,ANCHOVETA,,75000.0,ANIMAL
2012,13702,8,1,2,5,276,SARDINA COMUN,,75000.0,ANIMAL
2012,14815,8,1,2,5,205,ANCHOVETA,,75000.0,MIXTA_AH
2012,14815,8,1,2,5,276,SARDINA COMUN,,75000.0,MIXTA_AH
2012,90071,8,1,2,5,205,ANCHOVETA,,75000.0,HUMANO
2012,90071,8,1,2,5,276,SARDINA COMUN,,75000.0,HUMANO
2014,10452,5,2,4,11,205,ANCHOVETA,1,75000.0,ANIMAL
2014,10452,5,2,4,11,276,SARDINA COMUN,1,75000.0,ANIMAL
2014,10452,5,2,4,12,276,SARDINA COMUN,1,75000.0,ANIMAL
2014,90035,4,1,1,1,205,ANCHOVETA,1,74840.0,MIXTA_AH
2014,90035,4,1,1,2,205,ANCHOVETA,1,74800.0,MIXTA_AH
2019,90060,15,2,4,12,205,ANCHOVETA,2,74357.4,HUMANO
2012,14837,14,1,2,5,276,SARDINA COMUN,,74000.0,ANIMAL
2018,90060,15,1,2,5,205,ANCHOVETA,1,73678.8,HUMANO
2012,14838,8,1,2,4,276,SARDINA COMUN,,73000.0,ANIMAL
2012,17003,8,1,2,4,276,SARDINA COMUN,,73000.0,ANIMAL
2012,90035,4,1,1,1,205,ANCHOVETA,,73000.0,MIXTA_AH
2012,90035,4,2,4,11,205,ANCHOVETA,,73000.0,MIXTA_AH
2012,90099,8,1,2,4,276,SARDINA COMUN,,73000.0,ANIMAL
2012,18478,1,1,2,4,205,ANCHOVETA,,72000.0,ANIMAL
2012,90035,4,1,2,6,205,ANCHOVETA,,72000.0,MIXTA_AH
2013,90035,4,2,4,12,205,ANCHOVETA,1,71358.0,MIXTA_AH
2012,10973,8,1,2,6,205,ANCHOVETA,,71000.0,ANIMAL
2012,10973,8,2,3,7,205,ANCHOVETA,,71000.0,ANIMAL
2012,10973,8,1,2,6,276,SARDINA COMUN,,71000.0,ANIMAL
2012,10973,8,2,3,7,276,SARDINA COMUN,,71000.0,ANIMAL
2012,28064,3,1,2,4,205,ANCHOVETA,,71000.0,ANIMAL
2012,28064,3,1,2,6,205,ANCHOVETA,,71000.0,ANIMAL
2012,28064,3,2,3,7,205,ANCHOVETA,,71000.0,ANIMAL
2012,28064,3,2,3,8,205,ANCHOVETA,,71000.0,ANIMAL
2012,18478,1,1,1,3,205,ANCHOVETA,,70000.0,ANIMAL
2012,90035,4,1,1,3,205,ANCHOVETA,,70000.0,MIXTA_AH
2012,90035,4,1,1,2,205,ANCHOVETA,,69000.0,MIXTA_AH
2012,90073,8,1,1,2,276,SARDINA COMUN,,69000.0,MIXTA_AH
2012,2421,8,1,2,4,205,ANCHOVETA,,68000.0,ANIMAL
2012,2421,8,1,2,4,276,SARDINA COMUN,,68000.0,ANIMAL
2012,13702,8,1,2,4,205,ANCHOVETA,,68000.0,ANIMAL
2012,13702,8,1,2,4,276,SARDINA COMUN,,68000.0,ANIMAL
2012,14815,8,1,2,4,205,ANCHOVETA,,68000.0,MIXTA_AH
2012,14815,8,1,2,4,276,SARDINA COMUN,,68000.0,MIXTA_AH
2012,18478,1,1,1,1,205,ANCHOVETA,,68000.0,ANIMAL
2012,28064,3,1,2,5,205,ANCHOVETA,,68000.0,ANIMAL
2012,90035,4,1,2,5,205,ANCHOVETA,,68000.0,MIXTA_AH
2012,90071,8,1,2,4,205,ANCHOVETA,,68000.0,HUMANO
2012,90071,8,1,2,4,276,SARDINA COMUN,,68000.0,HUMANO
2012,14837,14,1,1,2,276,SARDINA COMUN,,67000.0,ANIMAL
2012,14837,14,1,2,4,276,SARDINA COMUN,,67000.0,ANIMAL
2012,18478,1,1,1,2,205,ANCHOVETA,,67000.0,ANIMAL
2012,14838,8,1,1,3,276,SARDINA COMUN,,66000.0,ANIMAL
2012,17003,8,1,1,3,276,SARDINA COMUN,,66000.0,ANIMAL
2012,90099,8,1,1,3,276,SARDINA COMUN,,66000.0,ANIMAL
2017,4172,13,2,4,11,276,SARDINA COMUN,1,65456.0,HUMANO
2017,4172,13,2,3,7,278,SARDINA ESPAÑOLA,2,65456.0,HUMANO
2017,4172,13,2,3,8,278,SARDINA ESPAÑOLA,2,65456.0,HUMANO
2017,4172,13,2,3,8,276,SARDINA COMUN,1,65445.0,HUMANO
2012,28064,3,1,1,1,205,ANCHOVETA,,65000.0,ANIMAL
2012,28064,3,1,1,2,205,ANCHOVETA,,65000.0,ANIMAL
2012,28064,3,1,1,3,205,ANCHOVETA,,65000.0,ANIMAL
2012,90035,4,1,2,4,205,ANCHOVETA,,65000.0,MIXTA_AH
2012,90035,4,2,3,8,205,ANCHOVETA,,65000.0,MIXTA_AH
2012,90035,4,2,4,10,205,ANCHOVETA,,64000.0,MIXTA_AH
2012,90073,8,1,1,1,276,SARDINA COMUN,,64000.0,MIXTA_AH
2012,2421,8,1,1,3,205,ANCHOVETA,,63000.0,ANIMAL
2012,2421,8,1,1,3,276,SARDINA COMUN,,63000.0,ANIMAL
2012,13702,8,1,1,3,205,ANCHOVETA,,63000.0,ANIMAL
2012,13702,8,1,1,3,276,SARDINA COMUN,,63000.0,ANIMAL
2012,14815,8,1,1,3,205,ANCHOVETA,,63000.0,MIXTA_AH
2012,14815,8,1,1,3,276,SARDINA COMUN,,63000.0,MIXTA_AH
2012,90071,8,1,1,3,205,ANCHOVETA,,63000.0,HUMANO
2012,90071,8,1,1,3,276,SARDINA COMUN,,63000.0,HUMANO
2019,90060,15,2,4,10,205,ANCHOVETA,2,62056.8,HUMANO
2012,10973,8,1,1,1,205,ANCHOVETA,,62000.0,ANIMAL
2012,10973,8,1,1,2,205,ANCHOVETA,,62000.0,ANIMAL
2012,10973,8,1,1,3,205,ANCHOVETA,,62000.0,ANIMAL
2012,10973,8,1,2,4,205,ANCHOVETA,,62000.0,ANIMAL
2012,10973,8,1,2,5,205,ANCHOVETA,,62000.0,ANIMAL
2012,10973,8,1,1,1,276,SARDINA COMUN,,62000.0,ANIMAL
2012,10973,8,1,1,2,276,SARDINA COMUN,,62000.0,ANIMAL
2012,10973,8,1,1,3,276,SARDINA COMUN,,62000.0,ANIMAL
2012,10973,8,1,2,4,276,SARDINA COMUN,,62000.0,ANIMAL
2012,10973,8,1,2,5,276,SARDINA COMUN,,62000.0,ANIMAL
2012,14837,14,1,1,3,276,SARDINA COMUN,,62000.0,ANIMAL
2012,90035,4,2,3,7,205,ANCHOVETA,,62000.0,MIXTA_AH
2012,90035,4,2,3,9,205,ANCHOVETA,,62000.0,MIXTA_AH
2019,90060,15,2,3,8,205,ANCHOVETA,2,61682.4,HUMANO
2012,90035,4,2,4,12,205,ANCHOVETA,,61000.0,MIXTA_AH
2012,10452,5,2,4,10,205,ANCHOVETA,,60000.0,ANIMAL
2012,10452,5,2,4,11,205,ANCHOVETA,,60000.0,ANIMAL
2012,10452,5,2,4,10,276,SARDINA COMUN,,60000.0,ANIMAL
2012,10452,5,2,4,11,276,SARDINA COMUN,,60000.0,ANIMAL
2012,10452,5,1,1,3,234,JUREL,,59000.0,ANIMAL
2012,10452,5,2,3,8,278,SARDINA ESPAÑOLA,,59000.0,ANIMAL
2018,90060,15,1,2,4,205,ANCHOVETA,1,56433.0,HUMANO
2019,90060,15,1,1,1,205,ANCHOVETA,2,56144.4,HUMANO
2017,4172,13,2,4,10,276,SARDINA COMUN,1,54345.0,HUMANO
2017,4172,13,2,3,7,276,SARDINA COMUN,1,54335.0,HUMANO
2018,90060,15,1,1,2,205,ANCHOVETA,1,53898.0,HUMANO
2024,4098,13,1,2,5,205,ANCHOVETA,1,50103.0,ANIMAL
2012,10452,5,1,2,4,205,ANCHOVETA,,50000.0,ANIMAL
2012,10452,5,1,2,5,205,ANCHOVETA,,50000.0,ANIMAL
2012,10452,5,1,2,6,205,ANCHOVETA,,50000.0,ANIMAL
2012,10452,5,2,4,12,205,ANCHOVETA,,50000.0,ANIMAL
2012,10452,5,1,2,4,276,SARDINA COMUN,,50000.0,ANIMAL
2012,10452,5,1,2,5,276,SARDINA COMUN,,50000.0,ANIMAL
2012,10452,5,1,2,6,276,SARDINA COMUN,,50000.0,ANIMAL
2012,10452,5,2,3,7,276,SARDINA COMUN,,50000.0,ANIMAL
2012,10452,5,2,3,8,276,SARDINA COMUN,,50000.0,ANIMAL
2024,4098,13,1,1,1,205,ANCHOVETA,1,47341.0,ANIMAL
2017,4172,13,2,3,9,278,SARDINA ESPAÑOLA,2,46654.0,HUMANO
2019,90060,15,1,2,5,205,ANCHOVETA,2,41925.0,HUMANO
2018,90060,15,1,1,3,205,ANCHOVETA,1,38344.8,HUMANO
2018,90060,15,2,3,7,205,ANCHOVETA,2,36605.4,HUMANO
2018,90060,15,1,1,1,205,ANCHOVETA,1,30396.6,HUMANO
2014,2332,8,1,2,4,276,SARDINA COMUN,1,26146.0,ANIMAL
2014,2332,8,1,1,3,276,SARDINA COMUN,1,24947.0,ANIMAL
2019,1916,8,2,3,9,276,SARDINA COMUN,2,10000.0,ANIMAL
2019,1916,8,2,4,11,276,SARDINA COMUN,2,10000.0,ANIMAL
2019,1916,8,2,4,12,276,SARDINA COMUN,2,10000.0,ANIMAL
2019,10452,5,2,3,7,276,SARDINA COMUN,1,10000.0,ANIMAL
2019,10452,5,2,4,11,276,SARDINA COMUN,1,10000.0,ANIMAL
2019,10452,5,2,4,12,276,SARDINA COMUN,1,10000.0,ANIMAL
,,,,,,,,,184943.16896235078,
,,,,,,,,,208872.5772532189,
